item_id,genres,anios
20200,"'Indie', 'Casual', 'Sports'",2008
12200,"'Action', 'Adventure'",2008
19900,'Action',2008
11240,"'Action', 'Indie', 'Strategy'",2008
9480,'Action',2009
17470,'Action',2008
12770,'RPG',2008
17410,"'Action', 'Adventure'",2009
18500,"'Indie', 'Strategy'",2008
16450,'Action',2009
15400,"'Strategy', 'Indie'",2008
18600,"'Indie', 'Strategy'",2007
11340,"'Action', 'Indie'",2009
25830,'Strategy',2005
23460,"'Action', 'Adventure', 'Strategy'",2009
21010,'Action',2009
22180,"'Action', 'Adventure', 'Indie'",2007
13210,'Action',2007
12640,'RPG',2009
21600,"'Casual', 'Strategy'",2009
27020,"'Indie', 'Simulation'",2008
24740,'Racing',2009
26000,"'Action', 'Indie'",2009
11330,"'Casual', 'Indie'",2009
27800,'Indie',2009
9850,"'Simulation', 'Strategy'",2009
3600,'Casual',2009
23700,'Casual',2009
16060,'Casual',2009
1930,'RPG',2009
18470,'Strategy',2009
7510,"'Action', 'Adventure', 'RPG'",2009
22200,"'Action', 'Indie'",2009
25900,"'RPG', 'Strategy'",2008
16200,"'Casual', 'Simulation'",2009
7840,'Racing',2009
8890,"'RPG', 'Strategy'",2005
8880,"'RPG', 'Strategy'",2002
34500,"'Indie', 'Simulation', 'Strategy'",2009
1280,"'Action', 'Simulation'",2009
10150,"'Action', 'Adventure'",2009
12470,'Strategy',2004
22340,'Desconocido',2006
22330,'RPG',2007
22320,'RPG',2002
12440,'Adventure',2007
32710,'Simulation',1999
32740,'Simulation',1998
12460,'Strategy',2008
21980,'Action',2009
31860,'Adventure',2007
31900,'Adventure',2006
31920,'Adventure',2008
31930,'Adventure',2007
35800,"'Casual', 'Indie'",2008
12690,"'Simulation', 'Sports'",2009
31170,'Adventure',2009
21660,'Action',2009
6080,"'Action', 'Adventure', 'Racing', 'Simulation', 'Strategy'",2007
6010,'Adventure',1992
6090,'Action',2003
6060,'Action',2005
32310,'Adventure',1989
32330,"'Action', 'Adventure'",2008
32360,'Adventure',2009
35300,'Strategy',2008
35310,"'Action', 'Racing'",2009
31980,'Adventure',2009
10140,'Sports',2006
10100,'Adventure',2006
10130,'Action',2007
10110,'Adventure',2006
10120,"'Action', 'Casual'",2008
33520,"'Simulation', 'Strategy'",2009
3610,'Casual',2009
21680,'Action',2008
21670,"'Action', 'Adventure'",2009
21030,'Action',2009
36000,"'Action', 'Indie'",2009
32370,"'Adventure', 'RPG'",2003
29180,"'Indie', 'Casual'",2009
38410,'RPG',1998
38420,'Strategy',2001
38430,'Action',1999
38440,'Desconocido',2000
31180,'Adventure',2009
37960,'Casual',2009
38000,'Casual',2009
37400,"'Adventure', 'Indie'",2009
13570,'Action',2005
11390,"'Action', 'Racing'",2009
34420,'Strategy',2009
43100,'Simulation',2009
33730,'Simulation',2009
35000,"'Action', 'Adventure'",2009
37600,"'Adventure', 'Casual', 'Indie'",2009
32140,"'Adventure', 'Casual'",2009
31190,'Adventure',2009
32770,'Action',2009
37300,'Simulation',2009
40300,'RPG',2009
35070,'Casual',2009
40700,"'Adventure', 'Indie'",2009
24840,'Action',2007
24870,'Racing',2009
41500,'RPG',2009
24800,'Strategy',2009
42800,'Strategy',2009
39560,'Action',2009
39550,"'RPG', 'Strategy'",2009
40330,'Adventure',2009
40320,'Strategy',2009
31200,'Adventure',2009
3130,'Strategy',2009
41100,"'Action', 'Indie'",2009
39540,"'Action', 'RPG'",2009
34640,'Strategy',2005
34630,'Strategy',2003
42200,'Desconocido',2009
41000,"'Action', 'Indie'",2009
40340,'Adventure',2009
17450,'RPG',2009
37100,"'Action', 'RPG', 'Indie'",2009
37500,"'Indie', 'Casual'",2009
42810,'Strategy',2009
10180,'Action',2009
32440,'Adventure',2009
11450,'RPG',2007
12710,'RPG',2008
24790,'Strategy',2007
29120,"'Indie', 'Casual'",2008
24810,'Strategy',2009
41800,"'Indie', 'Simulation', 'Strategy'",2009
45300,'Simulation',2009
41900,"'Action', 'Adventure', 'RPG'",2005
35420,'Action',2009
32430,'Action',2009
22370,'RPG',2009
38080,'Simulation',2007
38090,'Simulation',2008
38100,'Simulation',2009
38070,"'Casual', 'Simulation'",2009
38210,'Casual',2009
45700,"'Action', 'Adventure'",2008
46410,"'Action', 'Indie', 'RPG'",2010
38110,'Simulation',2009
17570,"'Action', 'Free to Play', 'Indie'",2010
38130,'Casual',2008
38160,'Casual',2010
38150,'Casual',2009
38120,'Casual',2007
38140,'Casual',2009
36300,'Casual',2010
36310,"'Strategy', 'Casual'",2010
37030,'Strategy',2010
32450,'Adventure',2010
34180,'Sports',2010
44100,"'Action', 'Indie', 'Racing'",2010
46250,'Action',2010
38180,'Casual',2007
41050,"'Action', 'Indie'",2001
48700,"'Action', 'RPG'",2010
39900,'Action',2010
49900,"'Action', 'Indie'",2010
42120,'Action',2010
12220,'Action',2010
45730,"'Action', 'Adventure'",2010
45400,'Indie',2010
49600,"'Action', 'Casual', 'Indie'",2010
43500,"'Simulation', 'Strategy'",2010
40930,"'Adventure', 'Indie'",2010
39640,'Action',2003
39630,'Action',2001
23150,"'Casual', 'Indie'",2010
50940,'Casual',2006
50920,"'Casual', 'Indie'",2008
37340,'Casual',2008
37390,'Casual',2009
37310,'Casual',2009
37360,'Casual',2007
49000,'Casual',2009
37330,'Casual',2010
37320,'Casual',2008
37370,'Casual',2007
19080,"'Action', 'Adventure', 'Casual'",2010
31700,"'Action', 'Indie'",2008
19030,"'Action', 'Adventure'",2010
50820,'Indie',2010
49800,"'Action', 'Indie'",2010
33650,'Casual',2010
33660,"'Casual', 'Indie'",2010
34270,"'Action', 'Adventure', 'Casual', 'RPG'",2010
34010,"'Action', 'RPG'",2010
22610,'Action',2010
24780,"'Simulation', 'Strategy'",2003
33670,"'Strategy', 'RPG'",2010
40420,"'Casual', 'Indie'",2010
34920,"'Action', 'Casual', 'Indie'",2010
46720,'RPG',2008
28000,'Action',2010
39680,"'Simulation', 'Strategy'",2010
63900,'Strategy',2010
50130,'Action',2011
47540,"'RPG', 'Casual'",2010
50510,'Action',2010
42980,'Strategy',2010
48800,'Simulation',2010
22600,'Strategy',2010
46770,"'Indie', 'Simulation', 'Strategy'",2010
65700,"'Action', 'Simulation', 'Strategy'",2010
42960,'Strategy',2010
24640,'Simulation',2010
4850,'Strategy',2002
57640,'Adventure',2010
62100,'Casual',2010
70300,"'Action', 'Indie'",2010
57300,"'Action', 'Adventure', 'Indie'",2010
70400,"'RPG', 'Indie'",2010
46600,"'Action', 'Casual', 'Indie'",2010
70100,'Simulation',2010
70110,"'Indie', 'Simulation'",2010
38600,"'Casual', 'Indie'",2010
57620,'Strategy',2010
63910,"'RPG', 'Strategy'",2010
8930,'Strategy',2010
41060,"'Action', 'Indie'",2002
70900,"'Indie', 'Strategy'",2010
9940,"'Action', 'Adventure'",2010
22650,'Action',2010
50620,"'Action', 'Adventure'",2010
2840,"'Simulation', 'Strategy'",1999
42920,'Strategy',2010
2850,"'Simulation', 'Strategy'",2000
70200,"'Adventure', 'Casual', 'Simulation'",2010
70210,"'Adventure', 'Casual', 'Indie', 'Simulation'",2010
47790,'Action',2010
46450,"'Indie', 'RPG', 'Strategy'",2010
45750,"'Action', 'Adventure'",2010
57800,"'Adventure', 'Casual', 'Indie'",2010
22380,"'Action', 'RPG'",2010
67000,"'Action', 'Casual', 'Indie'",2010
80300,"'Adventure', 'Indie'",2010
50000,"'Indie', 'Racing'",2010
18040,"'Action', 'Indie', 'RPG'",2010
6120,"'Action', 'Indie'",2010
35460,"'Action', 'Adventure', 'Indie'",2010
32500,'Action',2010
62000,"'Action', 'Casual'",2010
33570,"'RPG', 'Simulation', 'Strategy'",2010
63700,"'Action', 'Casual', 'Indie'",2010
49320,'Casual',2010
72400,"'Adventure', 'Indie'",2010
33980,'Action',2010
65710,'Casual',2009
33990,'Adventure',2010
33950,"'Casual', 'Indie'",2007
65400,"'Strategy', 'Indie'",2010
42700,'Action',2010
72500,"'Casual', 'Indie'",2010
15740,"'Action', 'Adventure', 'Strategy'",2010
15750,"'Action', 'Adventure', 'Strategy'",2010
45500,"'Casual', 'Indie'",2010
31290,'Adventure',2010
12100,'Action',2002
12120,'Action',2005
12110,'Action',2003
33390,"'Action', 'Indie'",2011
92300,"'Action', 'Indie'",2011
80000,"'Action', 'Indie', 'Strategy'",2011
47780,'Action',2011
51060,"'Adventure', 'Casual'",2011
65080,'Adventure',2011
63200,"'Action', 'Strategy', 'Indie', 'Sports'",2011
60340,"'Action', 'Adventure', 'Casual'",2011
47890,'Simulation',2009
42000,"'Casual', 'Indie'",2011
47570,'Casual',2011
57700,"'Action', 'Casual', 'Indie'",2011
63660,"'Adventure', 'Casual'",2011
7520,'RPG',2011
99200,'Casual',2011
57650,"'RPG', 'Strategy'",2011
33770,'RPG',2011
47800,'Strategy',2011
63710,"'Action', 'Indie'",2011
55100,'Action',2011
80200,"'Casual', 'Indie', 'Simulation', 'Strategy'",2011
92400,'Indie',2011
39120,"'Free to Play', 'Massively Multiplayer', 'RPG'",2013
94000,"'Indie', 'Casual'",2011
92700,'Action',2011
44620,'Racing',2011
91200,"'Action', 'Indie', 'Strategy'",2011
46790,'Strategy',2010
73170,'Strategy',2011
70000,"'Action', 'Indie'",2011
57730,'Strategy',2011
620,"'Action', 'Adventure'",2011
91600,"'Action', 'Casual', 'Indie', 'Strategy'",2011
73020,'Strategy',2011
98200,"'Indie', 'Strategy'",2011
22450,"'Action', 'Adventure'",2011
42140,"'Adventure', 'Casual', 'Indie'",2011
46490,'Adventure',2009
46480,'Adventure',2005
39160,"'Action', 'RPG'",2011
57900,'Action',2011
102700,"'Action', 'Free to Play'",2011
9880,"'Free to Play', 'Massively Multiplayer', 'RPG'",2009
99900,"'Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG'",2011
7530,'Strategy',2011
95700,'Indie',2011
49470,'Strategy',2011
91810,"'Indie', 'Casual'",2011
97000,"'Indie', 'Casual'",2011
46760,'Strategy',2011
46830,'Strategy',2011
46840,'Strategy',2011
21100,'Action',2011
99100,"'Action', 'RPG'",2011
44660,'Racing',2011
94590,"'Adventure', 'Casual'",2011
105700,"'Action', 'Adventure', 'Indie'",2011
63950,'Simulation',2011
61100,"'Indie', 'Casual'",2011
102200,"'Adventure', 'Indie', 'RPG'",2011
42210,'Adventure',2010
65790,"'Action', 'Simulation', 'Strategy'",2011
57690,"'Simulation', 'Strategy'",2011
42220,'Adventure',2011
42230,'Adventure',2010
111000,"'Indie', 'Casual'",2011
38740,"'Action', 'Indie'",2011
70120,'Indie',2011
107200,"'Action', 'Indie', 'RPG', 'Strategy'",2011
99910,"'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Strategy'",2011
18070,"'Action', 'Adventure', 'RPG'",2011
55150,'Action',2011
63940,'Strategy',2011
98400,"'Action', 'Indie'",2012
46520,"'Action', 'Indie'",2011
22230,"'Action', 'Indie', 'Racing', 'Strategy'",2011
35450,"'Action', 'Massively Multiplayer', 'Simulation'",2011
33420,"'Action', 'Adventure'",2011
73210,"'RPG', 'Simulation', 'Strategy'",2011
110600,"'Action', 'Indie'",2011
200080,'Adventure',2010
111400,"'Action', 'Indie'",2011
48220,"'RPG', 'Strategy'",2011
9420,'Strategy',2011
113200,"'Action', 'Adventure', 'Indie', 'RPG'",2011
200230,"'Racing', 'Simulation'",2011
9350,'Strategy',2007
95900,"'Action', 'Simulation'",2011
45770,"'Action', 'Adventure'",2011
200670,'Strategy',2011
108210,"'Casual', 'Simulation', 'Strategy'",2011
115100,"'Adventure', 'Casual', 'RPG'",2011
201480,"'Action', 'Indie', 'RPG'",2011
200910,"'Indie', 'RPG'",2011
200130,"'Casual', 'Indie', 'Strategy'",2011
201490,"'Simulation', 'Strategy'",2011
65610,'RPG',2011
43190,"'Action', 'Indie'",2011
55370,'Action',2011
71340,'Action',2011
202670,'Adventure',2011
110800,"'Adventure', 'Strategy'",2011
61310,"'Indie', 'Casual'",2011
91100,"'Indie', 'Racing'",2011
46350,'Strategy',2010
202200,'Strategy',2011
113400,"'Action', 'Free to Play', 'Massively Multiplayer'",2011
80340,"'Adventure', 'Indie'",2012
201510,'Racing',2011
23530,'Action',2011
201310,"'Action', 'Simulation'",2011
35720,"'Action', 'Adventure', 'Indie'",2013
203990,"'Action', 'Indie'",2011
204030,"'Action', 'Adventure', 'RPG'",2011
200390,"'Indie', 'Strategy'",2012
24480,"'RPG', 'Strategy'",2012
204340,"'Action', 'Indie'",2005
203510,"'Action', 'Indie', 'RPG'",2012
9900,"'Free to Play', 'Massively Multiplayer', 'RPG'",2010
57740,"'RPG', 'Simulation', 'Strategy'",2012
204390,"'Action', 'Indie'",2012
105800,"'Action', 'Casual', 'Indie'",2012
111100,"'Casual', 'Indie', 'Racing'",2012
203210,"'Action', 'Casual', 'Indie'",2012
203770,"'RPG', 'Simulation', 'Strategy'",2012
108710,"'Action', 'Adventure'",2012
10220,'Action',2011
108110,"'RPG', 'Simulation'",2012
200210,"'Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG'",2012
204440,"'Adventure', 'Casual'",2012
205690,"'Adventure', 'Indie'",2012
207490,"'Action', 'Adventure'",2012
206760,'Action',2012
108500,"'Action', 'Indie', 'Strategy'",2012
206690,"'Casual', 'Indie', 'Strategy'",2012
205830,"'Action', 'Indie', 'Casual'",2012
115110,"'Adventure', 'Indie'",2012
203560,"'Casual', 'Indie'",2012
207420,"'Action', 'Adventure', 'Indie'",2012
73060,'Strategy',2012
207790,'Simulation',2012
207710,"'Casual', 'Indie', 'Strategy'",2012
207250,"'Indie', 'Strategy'",2012
208110,"'Adventure', 'Casual'",2012
19320,"'Action', 'Indie', 'Casual'",2012
207320,"'Action', 'Adventure', 'RPG'",2012
204180,"'Adventure', 'Indie', 'Strategy'",2012
110630,"'Action', 'Indie'",2012
102850,"'Action', 'Adventure', 'Indie'",2012
205840,'Adventure',2012
109500,"'Action', 'Indie'",2012
208630,"'Adventure', 'Casual'",2012
208640,"'Adventure', 'Casual'",2012
206610,"'Casual', 'Indie'",2012
202310,'Racing',2012
202690,"'Indie', 'Strategy'",2012
204560,"'Action', 'RPG', 'Strategy'",2012
207430,"'Casual', 'Indie', 'RPG'",2012
280720,"'Indie', 'Simulation', 'Strategy', 'Early Access'",2014
202370,'Action',2012
40390,'RPG',2012
203750,'Action',2012
209370,'Indie',2012
98300,"'Action', 'Casual', 'Simulation', 'Strategy'",2012
211800,"'Casual', 'Indie'",2012
209100,'Action',2012
211010,"'Action', 'Indie', 'RPG'",2012
205530,"'Indie', 'Simulation', 'Strategy'",2012
108200,"'Casual', 'Indie', 'Strategy'",2012
207350,"'Action', 'Adventure', 'RPG'",2012
204100,'Action',2012
212500,"'Free to Play', 'Massively Multiplayer', 'RPG'",2012
209790,"'Indie', 'Casual'",2012
207080,'Indie',2012
42170,"'Action', 'Adventure', 'Indie', 'RPG', 'Strategy'",2012
213330,"'Action', 'Adventure'",2012
212160,"'Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG'",2012
213030,"'Indie', 'RPG'",2012
203830,"'Adventure', 'Indie'",2012
206480,"'Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG'",2012
212630,'Action',2012
200010,"'Casual', 'Strategy'",2012
17080,"'Action', 'Free to Play'",2012
214170,'RPG',2002
205550,"'Action', 'Indie', 'Casual'",2012
213350,'Action',2012
215160,'Adventure',2012
207650,"'Action', 'Indie', 'Strategy'",2012
207380,'Action',2012
207400,'Action',2012
108700,"'Action', 'Racing'",2012
209270,"'Indie', 'Strategy'",2012
115120,"'Action', 'Strategy'",2012
212010,"'Action', 'Indie', 'Simulation', 'Strategy'",2012
730,'Action',2012
208580,'RPG',2005
217290,"'Action', 'Indie', 'RPG'",2010
207670,"'Indie', 'Casual'",2012
72000,'Indie',2012
200260,"'Action', 'Adventure'",2012
206440,"'Adventure', 'Indie', 'RPG'",2011
214970,"'Action', 'Indie'",2012
61730,"'Action', 'Indie', 'Casual'",2012
205950,'Action',2012
205650,'Adventure',2012
214570,'Action',2012
65740,"'Action', 'Strategy'",2012
100980,'Animation &amp; Modeling',2012
209670,"'Action', 'Indie', 'Strategy'",2012
205060,"'Action', 'Indie'",2012
215510,"'Adventure', 'Indie'",2012
208200,'Action',2012
205190,"'Casual', 'Simulation'",2012
219910,"'Adventure', 'Indie'",2012
218090,"'Indie', 'Strategy'",2012
215470,"'Action', 'Indie'",2012
223220,"'Action', 'Indie'",2012
200370,"'Strategy', 'Casual'",2012
219150,"'Action', 'Indie'",2012
215120,"'Free to Play', 'Massively Multiplayer', 'RPG'",2012
209080,"'Action', 'Adventure', 'Indie', 'Simulation'",2012
4720,'Action',2006
219760,'RPG',2004
219780,'RPG',2012
223470,"'Action', 'Adventure', 'Indie'",2003
203680,'Racing',2012
220740,"'Adventure', 'Indie'",2012
216130,"'Indie', 'Strategy'",2012
207040,"'Action', 'Indie'",2012
223730,"'Action', 'Adventure', 'Indie'",2012
222140,"'Action', 'Indie', 'Simulation'",2012
200490,'Adventure',2012
202970,'Action',2012
215930,"'RPG', 'Strategy'",2004
223510,"'Action', 'Adventure', 'Indie'",2012
225020,'Action',2012
209190,"'Action', 'Indie'",2012
44690,"'Racing', 'Simulation', 'Sports'",2005
221830,"'Adventure', 'Indie'",2012
227000,"'Adventure', 'Indie'",2012
212200,"'Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Simulation'",2012
209950,"'Strategy', 'Indie', 'Casual'",2012
224300,"'Action', 'Adventure'",2003
224920,"'Action', 'Adventure'",2012
224940,"'Action', 'Adventure'",2001
224900,"'Action', 'Simulation', 'Strategy'",2012
105000,"'Adventure', 'Indie'",2012
219950,'Adventure',2012
225640,'RPG',2012
218700,"'Adventure', 'Casual'",2013
211280,"'Action', 'Indie'",2013
215710,"'Action', 'Strategy', 'Casual'",2013
209540,"'Action', 'Indie', 'Simulation'",2013
221810,'Adventure',2013
228400,"'Action', 'Simulation'",2013
220440,"'Action', 'Adventure'",2013
227800,"'Action', 'Indie'",2013
230760,"'Casual', 'Indie'",2013
231140,'Simulation',2013
224820,"'Action', 'Indie'",2013
228320,"'Action', 'Adventure', 'Indie', 'Strategy'",2013
209850,"'Casual', 'Indie', 'Strategy'",2013
227760,"'Simulation', 'Strategy'",2013
233410,'Action',2013
226740,"'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation'",2013
230150,"'Adventure', 'Indie', 'Simulation'",2013
207000,"'Action', 'Adventure', 'Indie'",2013
222660,"'Action', 'Indie'",2013
220160,"'Action', 'Racing'",2013
232770,"'Action', 'Indie'",1997
221040,"'Action', 'Adventure'",2013
223280,"'Indie', 'Casual'",2013
234900,"'Action', 'Adventure', 'Indie'",2013
233470,"'Adventure', 'Indie', 'RPG'",2013
233550,"'Action', 'Adventure'",2013
230650,"'Indie', 'Simulation', 'Sports', 'Strategy'",2013
227220,"'Action', 'Adventure', 'Indie', 'RPG', 'Strategy'",2013
228440,"'Indie', 'Strategy'",2013
227080,"'Adventure', 'Indie'",2013
233720,"'Action', 'Indie', 'Simulation'",2013
230330,'Massively Multiplayer',2013
227480,'Action',2013
232050,"'Indie', 'Strategy'",2013
232750,"'Action', 'RPG'",2013
234710,"'Casual', 'Sports'",2013
220660,"'Indie', 'Strategy'",2013
210770,"'Action', 'Indie', 'Strategy'",2013
234290,"'Action', 'Adventure', 'Indie'",2013
234820,"'Education', 'Software Training', 'Utilities', 'Web Publishing'",2017
222730,"'Indie', 'Simulation', 'Strategy'",2013
227380,"'Action', 'Adventure', 'Casual'",1983
235070,"'Action', 'Indie'",2013
222480,"'Action', 'Adventure'",2013
228300,"'Action', 'Adventure'",2013
236290,'Casual',2013
236790,"'Casual', 'Simulation'",2013
237570,"'Indie', 'RPG'",2013
238930,"'Casual', 'Indie', 'Simulation', 'Strategy'",2013
235360,"'Casual', 'Indie', 'RPG', 'Strategy'",2013
231740,"'Indie', 'RPG'",2013
229480,"'Action', 'Adventure', 'RPG'",2013
231430,'Strategy',2013
237110,'Action',2013
239800,"'Action', 'Indie'",2013
239660,"'Action', 'Free to Play'",2013
225360,"'Action', 'RPG'",2013
243360,"'Racing', 'Sports'",2013
225160,'Action',1997
39140,'RPG',2013
201420,"'Adventure', 'Casual', 'Indie'",2013
205080,"'Action', 'Indie'",2013
237590,'Action',2013
233370,'Adventure',2013
241320,"'Adventure', 'Indie'",2013
234650,"'Adventure', 'Indie', 'RPG', 'Strategy'",2013
238870,"'Action', 'Strategy'",2013
241410,"'Action', 'Indie', 'Strategy'",2013
237550,"'Adventure', 'Indie', 'RPG'",2013
228960,"'Indie', 'Strategy'",2013
234080,"'Action', 'Adventure'",2013
217140,'Action',2013
210870,'Indie',2013
243950,"'Action', 'RPG', 'Strategy'",2013
242590,"'Action', 'Adventure'",2013
231040,"'Action', 'Adventure', 'Casual', 'Indie'",2013
241620,"'Indie', 'RPG'",2012
237630,"'Action', 'Adventure', 'Casual'",2013
233840,'Strategy',2013
242570,"'Indie', 'Strategy'",2013
244870,"'Action', 'Indie'",2013
226720,'Action',2013
243780,'Strategy',2013
244070,"'Casual', 'Strategy'",2013
240340,"'Action', 'Adventure', 'Casual'",1984
250110,"'Action', 'Indie'",2015
244710,"'Adventure', 'Indie'",2013
250030,"'Adventure', 'Indie'",2013
246800,"'Action', 'Indie'",2014
246360,"'Casual', 'Indie'",2013
203290,"'Action', 'Free to Play'",2015
239820,"'Casual', 'Indie', 'Simulation', 'Strategy'",2013
111900,"'Action', 'Strategy'",2013
249630,"'Action', 'Adventure', 'Indie', 'RPG', 'Early Access'",2013
238320,"'Action', 'Adventure', 'Indie'",2013
231310,"'Adventure', 'Indie'",2013
227600,"'Adventure', 'Casual'",2013
259020,"'Action', 'Free to Play', 'Massively Multiplayer', 'RPG'",2013
249930,'Simulation',2008
226960,"'Casual', 'Indie', 'Strategy'",2013
246980,"'Adventure', 'Casual', 'Indie'",2013
242780,"'Adventure', 'Indie'",2013
244810,"'Action', 'Adventure', 'Casual', 'Indie'",2013
248490,'Adventure',2013
248350,"'Action', 'Indie'",2012
237740,"'Action', 'Adventure', 'Indie'",2013
249680,"'Action', 'Adventure'",2013
247120,"'Action', 'Adventure'",2013
248470,"'Action', 'Adventure', 'Indie'",2013
243450,"'Action', 'Racing', 'Simulation', 'Sports'",2013
236450,'Action',2013
242960,'Action',2002
249870,"'Action', 'Adventure', 'Casual', 'Strategy'",2013
217920,'Action',2013
251370,"'Action', 'Indie'",2012
220260,"'Casual', 'Simulation'",2013
243040,'Simulation',2001
244930,"'Free to Play', 'Indie', 'Simulation', 'Sports', 'Early Access'",2013
221910,"'Adventure', 'Indie'",2013
247140,"'Casual', 'Indie'",2013
250320,'Adventure',2013
248710,"'Action', 'Indie', 'RPG'",2013
253900,"'Simulation', 'Strategy'",2013
251310,"'Adventure', 'Indie'",2013
250460,"'Casual', 'Indie', 'Simulation'",2013
231720,"'Casual', 'Indie'",2013
242820,"'Action', 'Indie'",2013
242940,'RPG',2001
244690,"'Adventure', 'Indie'",2013
251410,"'Action', 'Indie'",2013
245390,'Adventure',1996
250500,"'Action', 'Adventure', 'Indie'",2013
214730,"'Action', 'Adventure', 'RPG', 'Simulation', 'Strategy'",2013
257220,'Adventure',2013
241910,"'Adventure', 'Indie'",2013
248190,"'Adventure', 'Indie'",2013
238010,"'Action', 'RPG'",2013
238430,"'Action', 'Adventure', 'Indie'",2013
260250,"'Action', 'Indie'",2014
252330,"'Action', 'Adventure', 'Indie'",2013
251850,"'Action', 'Adventure', 'Indie'",2013
259190,"'Action', 'Adventure'",2013
259170,"'Action', 'Adventure'",2008
246580,'Action',2013
247660,"'Action', 'Adventure'",2013
241540,"'Action', 'RPG', 'Simulation'",2013
260000,"'Casual', 'Indie'",1997
260020,"'Casual', 'Indie'",1996
260040,"'Casual', 'Indie'",1997
259980,"'Casual', 'Indie'",1998
259960,"'Casual', 'Indie'",1997
