user_id,user_url,item_id,funny,recommend,postedAnios
76561198065656175,http://steamcommunity.com/profiles/76561198065656175,301520,0,1,2014
97396295,http://steamcommunity.com/id/97396295,218230,0,0,2014
97396295,http://steamcommunity.com/id/97396295,221100,0,1,2015
76561198126640317,http://steamcommunity.com/profiles/76561198126640317,316010,0,1,2015
76561198126640317,http://steamcommunity.com/profiles/76561198126640317,218230,0,1,2015
76561198126640317,http://steamcommunity.com/profiles/76561198126640317,222880,0,1,2015
76561198126640317,http://steamcommunity.com/profiles/76561198126640317,730,0,1,2015
76561198126640317,http://steamcommunity.com/profiles/76561198126640317,55230,0,1,2015
76561198126640317,http://steamcommunity.com/profiles/76561198126640317,232090,0,1,2015
DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,4000,0,1,2015
DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,206420,0,1,2014
DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,224260,0,1,2014
DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,550,0,1,2013
DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,346110,0,1,2015
GGargula,http://steamcommunity.com/id/GGargula,730,1,1,2015
getf0kinn0sc0pedm9,http://steamcommunity.com/id/getf0kinn0sc0pedm9,730,3,1,2015
76561198141443390,http://steamcommunity.com/profiles/76561198141443390,730,0,1,2015
76561198097333029,http://steamcommunity.com/profiles/76561198097333029,370480,0,1,2015
Magjiikal,http://steamcommunity.com/id/Magjiikal,1840,0,1,2014
Magjiikal,http://steamcommunity.com/id/Magjiikal,440,0,1,2014
ohnospaghet,http://steamcommunity.com/id/ohnospaghet,266210,0,1,2015
ohnospaghet,http://steamcommunity.com/id/ohnospaghet,264200,0,1,2015
ohnospaghet,http://steamcommunity.com/id/ohnospaghet,287700,4,1,2015
2768820078,http://steamcommunity.com/id/2768820078,377160,0,1,2015
2768820078,http://steamcommunity.com/id/2768820078,221380,0,1,2015
2768820078,http://steamcommunity.com/id/2768820078,333950,0,1,2015
2768820078,http://steamcommunity.com/id/2768820078,222420,0,0,2015
2768820078,http://steamcommunity.com/id/2768820078,271590,0,1,2015
2768820078,http://steamcommunity.com/id/2768820078,298110,0,1,2015
2768820078,http://steamcommunity.com/id/2768820078,222440,0,1,2015
76561198056392326,http://steamcommunity.com/profiles/76561198056392326,317470,0,0,2014
76561198056392326,http://steamcommunity.com/profiles/76561198056392326,47410,0,1,2014
76561198078478151,http://steamcommunity.com/profiles/76561198078478151,245620,0,1,2015
exiaez,http://steamcommunity.com/id/exiaez,70,5,1,2015
EizanAratoFujimaki,http://steamcommunity.com/id/EizanAratoFujimaki,274980,0,1,2014
TeCool,http://steamcommunity.com/id/TeCool,339280,0,1,2015
TeCool,http://steamcommunity.com/id/TeCool,212680,1,1,2013
2xDelorean,http://steamcommunity.com/id/2xDelorean,200210,0,1,2013
2xDelorean,http://steamcommunity.com/id/2xDelorean,440,0,1,2011
washington_,http://steamcommunity.com/id/washington_,417860,0,1,2015
76561198088944293,http://steamcommunity.com/profiles/76561198088944293,304930,0,1,2014
76561198088944293,http://steamcommunity.com/profiles/76561198088944293,400,0,1,2015
76561198088944293,http://steamcommunity.com/profiles/76561198088944293,620,0,1,2015
76561198092540221,http://steamcommunity.com/profiles/76561198092540221,238460,0,1,2015
76561198092540221,http://steamcommunity.com/profiles/76561198092540221,6060,0,1,2015
76561198092540221,http://steamcommunity.com/profiles/76561198092540221,440,0,1,2014
76561198092540221,http://steamcommunity.com/profiles/76561198092540221,730,0,1,2015
76561198092540221,http://steamcommunity.com/profiles/76561198092540221,265610,0,1,2014
76561198051258119,http://steamcommunity.com/profiles/76561198051258119,31280,1,1,2013
nubquake123,http://steamcommunity.com/id/nubquake123,4000,0,1,2013
Pyromanic,http://steamcommunity.com/id/Pyromanic,240,0,1,2013
Pyromanic,http://steamcommunity.com/id/Pyromanic,252490,0,1,2015
76561198109656922,http://steamcommunity.com/profiles/76561198109656922,8930,0,1,2013
CobRazor,http://steamcommunity.com/id/CobRazor,304930,0,1,2014
relesprit,http://steamcommunity.com/id/relesprit,237310,0,1,2015
WitchHunter4542,http://steamcommunity.com/id/WitchHunter4542,224260,0,1,2014
WitchHunter4542,http://steamcommunity.com/id/WitchHunter4542,230410,103,1,2015
WitchHunter4542,http://steamcommunity.com/id/WitchHunter4542,440,0,1,2014
pwrt,http://steamcommunity.com/id/pwrt,440,0,1,2014
76561198115868847,http://steamcommunity.com/profiles/76561198115868847,8930,0,1,2014
benedictcuminherbatch,http://steamcommunity.com/id/benedictcuminherbatch,105600,0,1,2015
76561198031207016,http://steamcommunity.com/profiles/76561198031207016,221100,0,1,2015
76561198043458582,http://steamcommunity.com/profiles/76561198043458582,107410,0,1,2015
76561198043458582,http://steamcommunity.com/profiles/76561198043458582,231430,0,1,2014
killbunny38,http://steamcommunity.com/id/killbunny38,230410,0,0,2015
killbunny38,http://steamcommunity.com/id/killbunny38,271590,1,1,2015
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,7940,0,1,2013
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,234190,0,1,2014
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,10180,0,1,2013
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,33900,0,1,2013
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,261030,0,1,2015
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,243470,0,1,2014
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,302830,0,0,2015
OzfurAtlas,http://steamcommunity.com/id/OzfurAtlas,212680,0,1,2013
OzfurAtlas,http://steamcommunity.com/id/OzfurAtlas,304930,1,0,2015
76561198065593074,http://steamcommunity.com/profiles/76561198065593074,304050,0,1,2015
76561198065593074,http://steamcommunity.com/profiles/76561198065593074,203750,0,1,2014
76561198065593074,http://steamcommunity.com/profiles/76561198065593074,227940,0,0,2015
76561198065593074,http://steamcommunity.com/profiles/76561198065593074,355180,1,0,2015
76561198044169764,http://steamcommunity.com/profiles/76561198044169764,4000,0,1,2015
76561198074935997,http://steamcommunity.com/profiles/76561198074935997,730,0,1,2014
76561198016602703,http://steamcommunity.com/profiles/76561198016602703,440,0,1,2014
76561198016602703,http://steamcommunity.com/profiles/76561198016602703,4000,0,1,2015
thisissohardtomakeoneup,http://steamcommunity.com/id/thisissohardtomakeoneup,302830,0,0,2015
76561198087010391,http://steamcommunity.com/profiles/76561198087010391,220200,0,1,2014
66666669999999,http://steamcommunity.com/id/66666669999999,242760,0,1,2014
76561198061174192,http://steamcommunity.com/profiles/76561198061174192,352460,0,1,2015
76561198061174192,http://steamcommunity.com/profiles/76561198061174192,322920,2,1,2015
ReMiXOfficalSteam,http://steamcommunity.com/id/ReMiXOfficalSteam,234792,0,1,2015
Wilfire77,http://steamcommunity.com/id/Wilfire77,252490,0,1,2014
76561198084390807,http://steamcommunity.com/profiles/76561198084390807,304050,16,0,2015
Mastic,http://steamcommunity.com/id/Mastic,550,1,1,2014
Mastic,http://steamcommunity.com/id/Mastic,206420,0,1,2014
Mastic,http://steamcommunity.com/id/Mastic,10180,1,1,2013
76561198028286104,http://steamcommunity.com/profiles/76561198028286104,304930,0,1,2014
tarjla,http://steamcommunity.com/id/tarjla,265750,2,1,2015
tarjla,http://steamcommunity.com/id/tarjla,252490,1,1,2014
tarjla,http://steamcommunity.com/id/tarjla,4000,0,1,2013
tarjla,http://steamcommunity.com/id/tarjla,211820,0,1,2013
tarjla,http://steamcommunity.com/id/tarjla,105600,0,1,2013
tarjla,http://steamcommunity.com/id/tarjla,730,0,1,2014
deathnz1,http://steamcommunity.com/id/deathnz1,276340,0,1,2014
deathnz1,http://steamcommunity.com/id/deathnz1,304930,1,1,2015
redsncrimson,http://steamcommunity.com/id/redsncrimson,274920,0,1,2014
redsncrimson,http://steamcommunity.com/id/redsncrimson,211820,0,1,2013
redsncrimson,http://steamcommunity.com/id/redsncrimson,49520,0,1,2013
redsncrimson,http://steamcommunity.com/id/redsncrimson,223510,0,1,2013
redsncrimson,http://steamcommunity.com/id/redsncrimson,440,0,1,2012
redsncrimson,http://steamcommunity.com/id/redsncrimson,240,1,1,2014
76561198151910904,http://steamcommunity.com/profiles/76561198151910904,105600,0,1,2014
H1DD3NT3RR0R,http://steamcommunity.com/id/H1DD3NT3RR0R,204300,0,1,2013
H1DD3NT3RR0R,http://steamcommunity.com/id/H1DD3NT3RR0R,730,1,1,2014
H1DD3NT3RR0R,http://steamcommunity.com/id/H1DD3NT3RR0R,440,3,0,2015
H1DD3NT3RR0R,http://steamcommunity.com/id/H1DD3NT3RR0R,268750,0,1,2015
76561198115115631,http://steamcommunity.com/profiles/76561198115115631,271590,0,1,2015
76561198071175142,http://steamcommunity.com/profiles/76561198071175142,360870,0,1,2015
76561198071175142,http://steamcommunity.com/profiles/76561198071175142,730,1,1,2015
t8s,http://steamcommunity.com/id/t8s,12900,0,1,2013
pikawuu2,http://steamcommunity.com/id/pikawuu2,301520,0,1,2014
pikawuu2,http://steamcommunity.com/id/pikawuu2,6060,0,1,2014
Sammeh00,http://steamcommunity.com/id/Sammeh00,730,0,1,2014
Michaelele,http://steamcommunity.com/id/Michaelele,107410,0,1,2014
Michaelele,http://steamcommunity.com/id/Michaelele,304930,0,1,2014
Michaelele,http://steamcommunity.com/id/Michaelele,335670,3,1,2015
Michaelele,http://steamcommunity.com/id/Michaelele,215080,0,1,2015
76561198076098774,http://steamcommunity.com/profiles/76561198076098774,271590,0,1,2015
76561198103253374,http://steamcommunity.com/profiles/76561198103253374,730,0,1,2015
76561198048417105,http://steamcommunity.com/profiles/76561198048417105,8190,0,1,2015
76561198048417105,http://steamcommunity.com/profiles/76561198048417105,247730,0,0,2015
76561197998052647,http://steamcommunity.com/profiles/76561197998052647,221100,1,1,2014
adohya343,http://steamcommunity.com/id/adohya343,208812,0,0,2014
jjas01,http://steamcommunity.com/id/jjas01,243120,0,1,2013
jjas01,http://steamcommunity.com/id/jjas01,234140,0,1,2015
jjas01,http://steamcommunity.com/id/jjas01,204450,0,1,2014
jjas01,http://steamcommunity.com/id/jjas01,225260,0,1,2014
jjas01,http://steamcommunity.com/id/jjas01,50300,0,1,2013
jjas01,http://steamcommunity.com/id/jjas01,201810,0,1,2014
jjas01,http://steamcommunity.com/id/jjas01,500,0,1,2014
jjas01,http://steamcommunity.com/id/jjas01,440,0,1,2014
3xotic26,http://steamcommunity.com/id/3xotic26,49520,0,1,2014
3xotic26,http://steamcommunity.com/id/3xotic26,550,0,1,2013
3xotic26,http://steamcommunity.com/id/3xotic26,206420,0,1,2015
3xotic26,http://steamcommunity.com/id/3xotic26,213670,0,1,2014
iamthetrashlord,http://steamcommunity.com/id/iamthetrashlord,550,0,1,2015
iamthetrashlord,http://steamcommunity.com/id/iamthetrashlord,231040,0,1,2014
3dster,http://steamcommunity.com/id/3dster,221100,0,1,2014
Forty-Nine,http://steamcommunity.com/id/Forty-Nine,250600,0,1,2014
L4M1NAS,http://steamcommunity.com/id/L4M1NAS,221100,0,1,2015
76561197995322437,http://steamcommunity.com/profiles/76561197995322437,206420,0,1,2015
imsojipper,http://steamcommunity.com/id/imsojipper,47790,0,1,2014
76561198103671881,http://steamcommunity.com/profiles/76561198103671881,346110,2,1,2015
mrpfresh,http://steamcommunity.com/id/mrpfresh,440,0,1,2012
mrpfresh,http://steamcommunity.com/id/mrpfresh,70,0,1,2011
GamerFag,http://steamcommunity.com/id/GamerFag,420,0,1,2011
GamerFag,http://steamcommunity.com/id/GamerFag,380,0,1,2011
GamerFag,http://steamcommunity.com/id/GamerFag,220,0,1,2011
GamerFag,http://steamcommunity.com/id/GamerFag,1250,0,1,2010
GamerFag,http://steamcommunity.com/id/GamerFag,339230,2,0,2015
GamerFag,http://steamcommunity.com/id/GamerFag,349700,0,1,2015
EHS-R3AP3R,http://steamcommunity.com/id/EHS-R3AP3R,209160,0,1,2013
EHS-R3AP3R,http://steamcommunity.com/id/EHS-R3AP3R,219990,0,1,2013
EHS-R3AP3R,http://steamcommunity.com/id/EHS-R3AP3R,213670,0,1,2014
chidori_647,http://steamcommunity.com/id/chidori_647,21100,0,0,2013
chidori_647,http://steamcommunity.com/id/chidori_647,8190,0,1,2013
chidori_647,http://steamcommunity.com/id/chidori_647,215470,0,0,2013
chidori_647,http://steamcommunity.com/id/chidori_647,730,0,1,2014
chidori_647,http://steamcommunity.com/id/chidori_647,1250,0,1,2014
76561198092227136,http://steamcommunity.com/profiles/76561198092227136,4000,0,1,2014
76561198092227136,http://steamcommunity.com/profiles/76561198092227136,401650,0,1,2015
hellcat59,http://steamcommunity.com/id/hellcat59,35450,0,1,2012
76561198007584361,http://steamcommunity.com/profiles/76561198007584361,230410,0,1,2015
tbimperator,http://steamcommunity.com/id/tbimperator,304930,0,0,2014
Allahu_Akbar666,http://steamcommunity.com/id/Allahu_Akbar666,290020,0,1,2014
Allahu_Akbar666,http://steamcommunity.com/id/Allahu_Akbar666,248860,0,1,2014
-GM-Dragon,http://steamcommunity.com/id/-GM-Dragon,298260,0,1,2015
-GM-Dragon,http://steamcommunity.com/id/-GM-Dragon,370240,0,0,2015
76561198054040292,http://steamcommunity.com/profiles/76561198054040292,730,0,1,2015
76561198078799606,http://steamcommunity.com/profiles/76561198078799606,233450,0,1,2014
I_DID_911_JUST_SAYING,http://steamcommunity.com/id/I_DID_911_JUST_SAYING,221260,0,1,2013
750805,http://steamcommunity.com/id/750805,419070,0,1,2015
diabeticfuck,http://steamcommunity.com/id/diabeticfuck,287700,0,1,2015
diabeticfuck,http://steamcommunity.com/id/diabeticfuck,302830,4,0,2015
diabeticfuck,http://steamcommunity.com/id/diabeticfuck,24240,0,1,2014
76561198054465623,http://steamcommunity.com/profiles/76561198054465623,39800,0,1,2015
76561198054465623,http://steamcommunity.com/profiles/76561198054465623,250600,0,1,2014
76561198054465623,http://steamcommunity.com/profiles/76561198054465623,105600,1,1,2015
76561198054465623,http://steamcommunity.com/profiles/76561198054465623,113020,0,1,2014
76561198054465623,http://steamcommunity.com/profiles/76561198054465623,440,0,1,2014
