item_id,user_id,Titulo,genres,developer,price,recommend,anios,playtimeTotal,Action,Indie,RPG,Simulation,Adventure,Strategy,Racing,Casual,FreetoPlay,MassivelyMultiplayer,Sports,EarlyAccess,Animation,Modeling,Education,Utilities,WebPublishing,VideoProduction,Desconocido
4000,76561198044169764,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,1490,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,tarjla,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,525,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198092227136,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,11778,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198068565589,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,533,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,AngryAinsley,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,64173,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,blowjobsfurdayzandgayz,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,3625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,blowjobsfurdayzandgayz,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,9723,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,Astrelt,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,4564,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,de_triggered,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,2786,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,gamerdude7892,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,356,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,gamerdude7892,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,361,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,BITCHPLESE,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,58660,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198007342405,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,19328,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198007342405,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,10017,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198007342405,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,37,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198081496844,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,5740,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,bobseagull,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,3272,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,bobseagull,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,244,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,bobseagull,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,55217,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,bobseagull,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,3272,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,bobseagull,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,244,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,bobseagull,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,55217,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,BugsyBro,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,3125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,BugsyBro,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,BugsyBro,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,3235,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,BugsyBro,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,10104,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,aquelecaraqfazaquilo,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,13227,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,ConkerBirdy,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,2379,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,ConkerBirdy,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,12447,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,ConkerBirdy,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,1959,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198067721589,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,860,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,kggj,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,7066,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,kggj,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,18906,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,harrisonnorris,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,6469,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,OfficialSenix,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,0,2006,39547,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198071207551,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,12181,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198061039259,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,23037,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198061039259,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,523,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198061039259,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,1501,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,kanekicg,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,23773,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198101576470,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,53140,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,Qzt,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,102,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,EnderRay10420,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,297,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198047208774,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,31070,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,tyrone266,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,228,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561197995338574,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,19345,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,LeBovin,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,25101,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,LeBovin,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,746,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198071445832,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,101784,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,luduwick,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,11294,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198080881484,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,19076,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,HAramabeeHarrrisssooon,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,13906,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,TDOJ3DTDO,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,115607,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198123074348,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,2510,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198123074348,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,267,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,kylesimmonds,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,56144,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,kylesimmonds,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,7451,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198061796524,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,2196,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,folkfrightsa,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,9792,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,pudjapu,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,14575,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,pudjapu,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,162,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,pudjapu,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,33,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,ias19112000,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,936,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,ias19112000,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,10213,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,ias19112000,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,47594,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,jdrocks,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,13925,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,jdrocks,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,64139,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,jdrocks,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,699,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,jdrocks,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,1337,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,psn_jmcgamer12,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,3514,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,Justmatel,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,4293,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,Justmatel,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,2737,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,ducksswamp,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,130849,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198081529182,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,2091,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198113520617,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,8314,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,NUZXD,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,46359,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,NUZXD,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,1248,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,linksupersayan,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,2472,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,linksupersayan,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,8440,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,JohnDrew,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,20205,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,JohnDrew,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198055695334,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,26630,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198055695334,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,3974,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198063274178,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,17146,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,SpecGames,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,208,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,SpecGames,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,1260,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198103927245,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,117,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,MistPony,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,15407,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,MistPony,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,13499,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,MistPony,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,11191,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,MistPony,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,915,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,Corber,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,12315,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,MOOONSHINEBANDIT,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,13627,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198045791984,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,43,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,54678907652,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198007041072,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,584,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198007041072,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,16,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198094304449,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,54579,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198072174851,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,37895,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,Mediev,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,7235,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,Mediev,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,2530,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,Mediev,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,1092,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,Mediev,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,2384,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,Mediev,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,8972,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,UncleTobsy,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,7712,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,UncleTobsy,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,49888,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,UncleTobsy,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,273,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,UncleTobsy,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,246,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,tihoyzaza,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,10655,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,tihoyzaza,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,28335,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198067777635,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,35004,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198076437311,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,22,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198077111628,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,3506,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,UZS,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,27636,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198087480152,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,0,2006,4310,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198118129824,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,12198,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198089541911,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,3136,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,dizioboy,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,30660,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,dizioboy,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,141041,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,dizioboy,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,1831,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,dizioboy,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,3167,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,dizioboy,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,4915,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,dizioboy,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,12881,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198057594218,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,3022,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,Renegaderade,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,56,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,3548548564856498484894,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,4134,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198064713620,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,463,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198064713620,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,30,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,76561198054564148,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,32870,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,SpiritOfDeath2,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,65953,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,SpiritOfDeath2,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,21456,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,SpiritOfDeath2,Garry's Mod,"'Indie', 'Simulation'",Facepunch Studios,9.99,1,2006,1811,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
